concert_name,artists,date,time,city,state,price_min,price_max
Maggie Rogers: Heard It In A Past Life World Tour,"['Maggie Rogers', 'Empress of']",2019-10-02,20:00:00,New York,NY,N/A,N/A
Mark Knopfler,"['Mark Knopfler', 'Bonnie Raitt']",2019-09-25,20:00:00,New York,NY,49.0,49.0
The Neotheater World Tour: AJR,['AJR'],2019-10-10,19:30:00,New York,NY,42.5,42.5
Massive Attack: Mezzaninexx1,['Massive Attack'],2019-09-27,20:00:00,New York,NY,55.0,55.0
Wilco,['Wilco'],2019-10-12,19:30:00,New York,NY,45.0,45.0
Incubus: 20 Years of Make Yourself & Beyond,"['Incubus', 'Wild Belle']",2019-10-03,20:00:00,New York,NY,79.5,79.5
The Chainsmokers/5 Seconds of Summer/Lennon Stella: World War Joy Tour,"['The Chainsmokers', '5 Seconds of Summer', 'Lennon Stella']",2019-10-17,19:00:00,Brooklyn,NY,49.5,49.5
Maluma - 11:11 World Tour,['Maluma'],2019-10-04,20:30:00,New York,NY,67.0,67.0
Heart: Love Alive Tour,"['Heart', 'Joan Jett & the Blackhearts']",2019-09-26,19:00:00,Wantagh,NY,30.5,30.5
"Avril Lavigne ""Head Above Water"" Tour","['Avril Lavigne', 'Jagwar Twin']",2019-10-01,19:30:00,New York,NY,56.0,56.0
Bastille,['Bastille'],2019-09-24,20:00:00,New York,NY,39.5,39.5
"The Final Campaign: Slayer, Primus, Ministry, Philip H Anselmo","['Slayer', 'Primus', 'Ministry', 'Philip H. Anselmo & The Illegals']",2019-11-09,18:00:00,New York,NY,69.5,69.5
Dermot Kennedy,['Dermot Kennedy'],2019-10-22,20:00:00,Brooklyn,NY,35.0,35.0
Bethel Music presents Victory Tour,['Bethel Music'],2019-10-12,19:00:00,Brooklyn,NY,33.0,33.0
Marc Anthony Opus Tour 2019,['Marc Anthony'],2019-11-02,20:00:00,Brooklyn,NY,67.0,67.0
Lizzo: Cuz I Love You Too Tour,"['Lizzo', 'Ari Lennox']",2019-09-24,20:00:00,New York,NY,74.5,74.5
Journey,['Journey'],2019-10-02,20:00:00,Niagara Falls,NY,95.0,95.0
Tedeschi Trucks Band,['Tedeschi Trucks Band'],2019-10-05,20:00:00,New York,NY,N/A,N/A
Leningrad The Final Tour,['Leningrad'],2019-11-07,20:30:00,New York,NY,56.0,56.0
Lukas Graham,"['Lukas Graham', 'Lauren Duski']",2019-11-09,20:00:00,New York,NY,15.0,15.0
Tedeschi Trucks Band,['Tedeschi Trucks Band'],2019-09-27,20:00:00,New York,NY,N/A,N/A
Tedeschi Trucks Band,['Tedeschi Trucks Band'],2019-09-28,20:00:00,New York,NY,N/A,N/A
Tedeschi Trucks Band,['Tedeschi Trucks Band'],2019-10-04,20:00:00,New York,NY,N/A,N/A
Toto,['Toto'],2019-10-15,20:00:00,Port Chester,NY,N/A,N/A
Madonna - Madame X Tour,['Madonna'],2019-09-28,20:30:00,Brooklyn,NY,50.0,50.0
Yungblud,"['Yungblud', 'Missio']",2019-10-14,19:00:00,New York,NY,25.0,25.0
Madonna - Madame X Tour,['Madonna'],2019-10-05,20:30:00,Brooklyn,NY,50.0,50.0
Madonna - Madame X Tour,['Madonna'],2019-09-26,20:30:00,Brooklyn,NY,50.0,50.0
"Hozier: Wasteland, Baby! Tour","['Hozier', 'Angie McMahon']",2019-11-10,20:00:00,Rochester,NY,39.5,39.5
Madonna - Madame X Tour,['Madonna'],2019-10-01,20:30:00,Brooklyn,NY,50.0,50.0
Madonna - Madame X Tour,['Madonna'],2019-09-22,20:30:00,Brooklyn,NY,50.0,50.0
Madonna - Madame X Tour,['Madonna'],2019-09-24,20:30:00,Brooklyn,NY,50.0,50.0
MercyMe w/ Crowder,"['MercyMe', 'Crowder']",2019-10-03,19:00:00,Buffalo,NY,N/A,N/A
Steely Dan: Greatest Hits,['Steely Dan'],2019-10-22,20:00:00,New York,NY,59.5,59.5
Tedeschi Trucks Band,"['Tedeschi Trucks Band', 'Capitol Sun Rays']",2019-10-01,19:30:00,New York,NY,N/A,N/A
Madonna - Madame X Tour,['Madonna'],2019-10-07,20:30:00,Brooklyn,NY,50.0,50.0
Tedeschi Trucks Band,"['Tedeschi Trucks Band', 'John Moreland']",2019-10-02,19:30:00,New York,NY,N/A,N/A
Hozier,['Hozier'],2019-11-09,20:00:00,Verona,NY,49.0,49.0
MercyMe Imagine Nation Tour,"['MercyMe', 'Crowder', 'Micah Tyler']",2019-10-08,19:30:00,New York,NY,61.0,61.0
Madonna - Madame X Tour,['Madonna'],2019-09-25,20:30:00,Brooklyn,NY,50.0,50.0
Frank Turner : No Man's Land,"['Frank Turner', 'The Sleeping Souls']",2019-10-15,19:00:00,New York,NY,39.5,39.5
Incubus: 20 Years of Make Yourself & Beyond,"['Incubus', 'Wild Belle']",2019-10-04,20:00:00,Albany,NY,39.5,39.5
Bea Miller,['Bea Miller'],2019-11-01,20:00:00,Brooklyn,NY,N/A,N/A
Styx,['Styx'],2019-11-07,20:00:00,Westbury,NY,N/A,N/A
Wannabe - The Spice Girls Tribute,['Spice Girls'],2019-09-27,22:00:00,Wantagh,NY,15.0,15.0
Madonna - Madame X Tour,['Madonna'],2019-10-06,20:30:00,Brooklyn,NY,50.0,50.0
Brian Wilson & The Zombies: Something Great From '68 Tour,"['Brian Wilson', 'The Zombies', 'Al Jardine', 'Blondie Chaplin']",2019-09-26,20:00:00,New York,NY,49.5,49.5
Steely Dan,['Steely Dan'],2019-10-12,20:00:00,Syracuse,NY,45.5,45.5
Steely Dan: Aja,['Steely Dan'],2019-10-15,20:00:00,New York,NY,59.5,59.5
Deep Purple: The Long Goodbye Tour,"['Deep Purple', 'Joyous Wolf']",2019-10-08,20:00:00,New York,NY,75.0,75.0
Steely Dan: By Popular Demand,['Steely Dan'],2019-10-18,20:00:00,New York,NY,59.5,59.5
Madonna - Madame X Tour,['Madonna'],2019-10-02,20:30:00,Brooklyn,NY,50.0,50.0
Styx,['Styx'],2019-11-10,19:30:00,Utica,NY,50.0,50.0
Madonna - Madame X Tour,['Madonna'],2019-10-03,20:30:00,Brooklyn,NY,50.0,50.0
Steely Dan,['Steely Dan'],2019-10-11,20:00:00,Rochester,NY,69.5,69.5
Catfish and the Bottlemen,['Catfish and the Bottlemen'],2019-09-26,20:00:00,New York,NY,42.5,42.5
Andy Grammer - Don't Give Up On Me Tour,['Andy Grammer'],2019-09-28,19:00:00,New York,NY,35.0,35.0
Brittany Howard of Alabama Shakes,['Brittany Howard'],2019-09-24,20:00:00,New York,NY,51.5,51.5
City And Colour,"['City and Colour', 'Ben Rogers']",2019-10-25,20:00:00,New York,NY,40.0,40.0
Steely Dan: The Nightfly,['Steely Dan'],2019-10-19,20:00:00,New York,NY,59.5,59.5
Julia Michaels: Inner Monologue Tour,['Julia Michaels'],2019-10-30,19:00:00,New York,NY,25.0,25.0
Styx,['Styx'],2019-11-12,19:00:00,Rochester,NY,45.5,45.5
The Head and the Heart - Living Mirage Tour,['The Head and the Heart'],2019-10-09,20:00:00,Albany,NY,N/A,N/A
DEAN LEWIS: A Place We Knew Tour,['Dean Lewis'],2019-10-07,19:00:00,New York,NY,32.5,32.5
City and Colour,"['City and Colour', 'Ruby Waters']",2019-10-24,19:00:00,New York,NY,40.0,40.0
Rick Springfield And Richard Marx,"['Rick Springfield', 'Richard Marx']",2019-10-18,20:00:00,Staten Island,NY,N/A,N/A
Lake Street Dive,"['Lake Street Dive', 'Madison Cunningham']",2019-10-06,20:00:00,Albany,NY,29.5,29.5
REO Speedwagon,"['REO Speedwagon', 'Charlie Farren']",2019-09-25,20:00:00,Staten Island,NY,45.0,45.0
Zaz,['Zaz'],2019-10-06,19:30:00,New York,NY,59.0,59.0
Cigarettes After Sex,['Cigarettes After Sex'],2019-10-23,19:00:00,New York,NY,35.0,35.0
Steely Dan: The Royal Scam,['Steely Dan'],2019-10-16,20:00:00,New York,NY,59.5,59.5
mxmtoon: the masquerade tour,"['mxmtoon', 'Chloe Lilac']",2019-11-15,19:00:00,New York,NY,17.0,17.0
The Head and the Heart - Living Mirage Tour,['The Head and the Heart'],2019-10-04,20:00:00,Brooklyn,NY,60.0,60.0
George Thorogood & The Destroyers,['George Thorogood & The Destroyers'],2019-09-25,19:30:00,New York,NY,48.0,48.0
It Was Fifty Years Ago Today - A Tribute To The Beatles' White Album,"['It Was Fifty Years Ago Today', 'Todd Rundgren', 'Christopher Cross', 'Micky Dolenz', 'Joey Molland']",2019-10-12,20:00:00,Westbury,NY,49.5,49.5
Noah Kahan - Busyhead Tour,"['Noah Kahan', 'JP Saxe']",2019-10-03,19:00:00,New York,NY,N/A,N/A
Everclear,['Everclear'],2019-10-06,19:30:00,New York,NY,37.5,37.5
half alive,['half alive'],2019-10-02,19:00:00,New York,NY,N/A,N/A
Deep Purple: The Long Goodbye Tour,"['Deep Purple', 'Joyous Wolf']",2019-10-04,21:00:00,Monticello,NY,50.0,50.0
Phil Collins,['Phil Collins'],2019-10-04,20:00:00,Buffalo,NY,N/A,N/A
Ingrid Michaelson,['Ingrid Michaelson'],2019-10-28,19:00:00,New York,NY,64.5,64.5
Ingrid Michaelson,['Ingrid Michaelson'],2019-10-28,19:00:00,New York,NY,64.5,64.5
Steely Dan: Gaucho,['Steely Dan'],2019-10-21,20:00:00,New York,NY,59.5,59.5
Still Woozy,['Still Woozy'],2019-10-27,19:30:00,New York,NY,25.0,25.0
Ingrid Michaelson,['Ingrid Michaelson'],2019-10-29,19:00:00,New York,NY,64.5,64.5
The Beach Boys,['The Beach Boys'],2019-10-20,19:00:00,Huntington,NY,54.5,54.5
"Steel Panther, Heavy Metal Rules Tour ",['Steel Panther'],2019-10-19,19:00:00,Poughkeepsie,NY,N/A,N/A
MercyMe w/ Crowder,"['MercyMe', 'Crowder']",2019-10-03,19:00:00,Buffalo,NY,N/A,N/A
UFO w/ special guests Last In Line,"['UFO', 'Last In Line']",2019-10-30,19:30:00,New York,NY,47.5,47.5
Gus Dapperton,['Gus Dapperton'],2019-11-10,19:30:00,New York,NY,25.0,25.0
Collective Soul,['Collective Soul'],2019-10-02,20:00:00,Huntington,NY,25.0,25.0
STARSET,"['STARSET', 'Palisades', 'Hyde']",2019-10-25,18:00:00,New York,NY,29.5,29.5
Blue October,"['Blue October', 'Longwave']",2019-11-15,19:00:00,New York,NY,30.0,30.0
Collective Soul,['Collective Soul'],2019-09-28,19:30:00,Syracuse,NY,32.5,32.5
GHOST - The Ultimate Tour Named Death,['GHOST'],2019-10-26,19:30:00,Glens Falls,NY,N/A,N/A
Cinderella's Tom Keifer,"['Tom Keifer', 'Cinderella']",2019-10-18,20:00:00,Niagara Falls,NY,65.0,65.0
Phil Collins - Still Not Dead Yet,['Phil Collins'],2019-10-04,20:00:00,Buffalo,NY,N/A,N/A
SWITCHFOOT,['SWITCHFOOT'],2019-10-16,19:30:00,Albany,NY,34.5,34.5
Gordon Lightfoot,['Gordon Lightfoot'],2019-10-25,20:00:00,Binghamton,NY,33.0,33.0
Starship,['Starship'],2019-10-18,20:00:00,Verona,NY,45.5,45.5
Phil Collins,['Phil Collins'],2019-10-04,20:00:00,Buffalo,NY,N/A,N/A
Shinedown - ATTENTION ATTENTION World Tour,"['Shinedown', 'Papa Roach', 'Asking Alexandria', 'Savage After Midnight']",2019-09-27,18:15:00,Buffalo,NY,N/A,N/A
Jesse Cook - Follow The Road Tour,['Jesse Cook'],2019-10-24,19:30:00,New York,NY,N/A,N/A
Styx,['Styx'],2019-11-12,19:00:00,Rochester,NY,N/A,N/A
Gordon Lightfoot,['Gordon Lightfoot'],2019-11-03,20:00:00,Utica,NY,37.0,37.0
Taking Back Sunday,"['Taking Back Sunday', 'Red City Radio']",2019-11-02,20:00:00,Clifton Park,NY,N/A,N/A
Taking Back Sunday,"['Taking Back Sunday', 'Red City Radio']",2019-11-03,20:00:00,Clifton Park,NY,N/A,N/A
Stereolab,['Stereolab'],2019-09-27,20:00:00,Brooklyn,NY,N/A,N/A
Stereolab,['Stereolab'],2019-09-28,20:00:00,Brooklyn,NY,N/A,N/A
"Ace Frehley, Like It ",['Ace Frehley'],2019-09-28,19:00:00,Poughkeepsie,NY,N/A,N/A
Vetusta Morla,['Vetusta Morla'],2019-10-02,20:00:00,New York,NY,N/A,N/A
The Regrettes,['The Regrettes'],2019-10-03,19:00:00,New York,NY,N/A,N/A
Donyc Presents Bea Miller Ã¢ÂÂ Sunsets In Outerspace Tour,['Bea Miller'],2019-11-01,20:00:00,Brooklyn,NY,N/A,N/A
Amy Grant,['Amy Grant'],2019-10-17,19:30:00,North Tonawanda,NY,N/A,N/A
Explosions In the Sky,['Explosions In the Sky'],2019-10-14,20:00:00,Buffalo,NY,N/A,N/A
George Thorogood w/ The Destroyers,"['George Thorogood', 'The Destroyers']",2019-09-25,19:30:00,New York,NY,N/A,N/A
Tiger Army,['Tiger Army'],2019-10-04,19:30:00,New York,NY,N/A,N/A
The Head and the Heart  - Living Mirage Tour,['The Head and the Heart'],2019-10-05,20:00:00,Port Chester,NY,N/A,N/A
"Puddle of Mudd, Mick Blankenship, Hyngd, N.A.S.H.",['Puddle of Mudd'],2019-10-11,19:00:00,Poughkeepsie,NY,N/A,N/A
Penny & Sparrow,"['Penny & Sparrow', 'Caroline Spence']",2019-09-24,19:00:00,New York,NY,N/A,N/A
Enter Shikari,['Enter Shikari'],2019-09-30,19:00:00,New York,NY,N/A,N/A
Tiger Army,"['SadGirl', 'Tiger Army']",2019-10-04,19:30:00,Brooklyn,NY,N/A,N/A
Gwar,['GWAR'],2019-10-05,19:30:00,Clifton Park,NY,N/A,N/A
The Melvins,['The Melvins'],2019-10-10,20:00:00,Brooklyn,NY,N/A,N/A
J Balvin Arcoíris Tour,"['J Balvin', 'Eladio Carrion', 'Lyanno']",2019-09-29,20:00:00,New York,NY,59.95,59.95
The Avett Brothers with special guests Lake Street Dive,"['The Avett Brothers', 'Lake Street Dive']",2019-10-05,20:00:00,Brooklyn,NY,52.5,52.5
Igor Krutoy,['Igor Krutoy'],2019-10-26,19:00:00,Brooklyn,NY,55.0,55.0
Gloria Trevi: Diosa De La Noche Tour w/ special guest Karol G,"['Gloria Trevi', 'KaRoL G']",2019-09-28,20:00:00,New York,NY,39.95,39.95
GWAR - Use Your Collusion Tour,"['GWAR', 'Sacred Reich', 'Toxic Holocaust']",2019-10-05,19:30:00,Clifton Park,NY,N/A,N/A
Wage War,"['Wage War', 'Polaris']",2019-10-12,19:00:00,Clifton Park,NY,20.0,20.0
"HIRIE, RDGLDGRN, Kash'd Out",['HIRIE'],2019-11-01,19:30:00,Brooklyn,NY,N/A,N/A
Die Antwoord - House Of Zef USA Tour 2019,['Die Antwoord'],2019-10-03,19:30:00,New York,NY,49.5,49.5
Thievery Corporation,"['Thievery Corporation', 'Escort']",2019-10-11,19:30:00,New York,NY,40.0,40.0
"Blue October, Longwave",['Blue October'],2019-11-05,20:00:00,Rochester,NY,29.5,29.5
Jay Park,['Jay Park'],2019-11-14,20:00:00,New York,NY,N/A,N/A
The Noise Presents Amon Amarth: Berserker Tour,"['Amon Amarth', 'At the Gates', 'Arch Enemy', 'Grand Magus']",2019-10-12,19:00:00,New York,NY,39.5,39.5
Oliver Tree,['Oliver Tree'],2019-10-25,20:00:00,New York,NY,25.0,25.0
Old Dominion's Make It Sweet Tour w/ Ryan Hurd,['Old Dominion'],2019-11-09,19:00:00,Syracuse,NY,33.13,33.13
B-52s,['The B-52s'],2019-09-24,18:00:00,New York,NY,N/A,N/A
Lee Brice,['Lee Brice'],2019-10-03,20:00:00,Albany,NY,29.75,29.75
Cody Johnson,['Cody Johnson'],2019-11-07,20:00:00,Clifton Park,NY,25.0,25.0
"Knocked Loose, Knockedloosehc.com",['Knocked Loose'],2019-10-31,18:30:00,Poughkeepsie,NY,N/A,N/A
"Loud Luxury, Black Caviar",['Loud Luxury'],2019-11-13,20:00:00,Clifton Park,NY,N/A,N/A
Taking Back Sunday,['Taking Back Sunday'],2019-11-15,20:00:00,New York,NY,N/A,N/A
The Chainsmokers/5 Seconds of Summer/Lennon Stella: World War Joy Tour,"['The Chainsmokers', '5 Seconds of Summer', 'Lennon Stella']",2019-10-12,19:00:00,Buffalo,NY,N/A,N/A
Wilco,['Wilco'],2019-10-13,19:30:00,Brooklyn,NY,N/A,N/A
GHOST - The Ultimate Tour Named Death,"['GHOST', 'Nothing More']",2019-10-22,19:30:00,Syracuse,NY,N/A,N/A
Shinedown w/ Papa Roach,"['Shinedown', 'Papa Roach']",2019-09-27,18:15:00,Buffalo,NY,N/A,N/A
Sabrina Claudio - Truth Is Tour,"['Sabrina Claudio', 'Gallant']",2019-10-18,20:30:00,New York,NY,27.5,27.5
Taking Back Sunday,['Taking Back Sunday'],2019-11-01,20:00:00,Buffalo,NY,N/A,N/A
Joe Bonamassa,['Joe Bonamassa'],2019-11-12,20:00:00,Binghamton,NY,79.0,79.0
Taking Back Sunday,['Taking Back Sunday'],2019-10-31,20:00:00,Buffalo,NY,N/A,N/A
X Ambassadors,['X Ambassadors'],2019-10-30,19:30:00,New York,NY,N/A,N/A
Taking Back Sunday,['Taking Back Sunday'],2019-11-03,20:00:00,Clifton Park,NY,N/A,N/A
Blue October,['Blue October'],2019-11-06,19:00:00,Buffalo,NY,N/A,N/A
Taking Back Sunday,['Taking Back Sunday'],2019-11-02,20:00:00,Clifton Park,NY,N/A,N/A
The Head and the Heart  - Living Mirage Tour,['The Head and the Heart'],2019-10-05,20:00:00,Port Chester,NY,N/A,N/A
Blue October w/ Longwave,"['Blue October', 'Longwave']",2019-11-05,20:00:00,Rochester,NY,N/A,N/A
Coin w/ Arkells,"['COIN', 'N/A']",2019-10-15,20:00:00,Brooklyn,NY,N/A,N/A
Of Montreal,['of Montreal'],2019-10-25,20:00:00,Albany,NY,N/A,N/A
Puddle of Mudd,['Puddle of Mudd'],2019-10-11,19:00:00,Poughkeepsie,NY,N/A,N/A
Stereolab,['Stereolab'],2019-09-27,20:00:00,Brooklyn,NY,N/A,N/A
Stereolab,['Stereolab'],2019-09-28,20:00:00,Brooklyn,NY,N/A,N/A
Scarypoolparty,['Scarypoolparty'],2019-10-28,20:00:00,New York,NY,N/A,N/A
STS9 (Sound Tribe Sector 9),['STS9'],2019-09-24,20:00:00,Clifton Park,NY,34.5,34.5
Vince Gill,['Vince Gill'],2019-10-27,19:00:00,Rochester,NY,46.0,46.0
Jordan Rakei,['Jordan Rakei'],2019-11-14,21:00:00,Brooklyn,NY,N/A,N/A
Lee Brice,['Lee Brice'],2019-10-04,19:00:00,Rochester,NY,30.5,30.5
"Kacey Musgraves: Oh, What a World: Tour II","['Kacey Musgraves', 'Lucius']",2019-10-16,20:00:00,New York,NY,45.0,45.0
Camilo Sesto,['Camilo Sesto'],2019-10-12,20:00:00,New York,NY,79.0,79.0
Lauv,['Lauv'],2019-10-11,20:00:00,New York,NY,N/A,N/A
"Kacey Musgraves: Oh, What a World: Tour II","['Kacey Musgraves', 'Lucius']",2019-10-15,20:00:00,New York,NY,45.0,45.0
Joe Bonamassa,['Joe Bonamassa'],2019-11-14,20:00:00,New York,NY,69.0,69.0
Kem,['Kem'],2019-11-15,20:00:00,Westbury,NY,49.5,49.5
Snow Tha Product,['Snow Tha Product'],2019-09-27,19:00:00,New York,NY,20.0,20.0
Joe Bonamassa,['Joe Bonamassa'],2019-11-15,20:00:00,New York,NY,69.0,69.0
Ciara,['Ciara'],2019-10-01,20:00:00,New York,NY,30.0,30.0
GHOST - The Ultimate Tour Named Death,['GHOST'],2019-10-26,19:30:00,Glens Falls,NY,N/A,N/A
Chase Rice,['Chase Rice'],2019-10-11,20:00:00,New York,NY,N/A,N/A
Knocked Loose,"['Knocked Loose', 'Rotting Out', 'Candy', 'SeeYouSpaceCowboy']",2019-11-03,18:00:00,New York,NY,25.0,25.0
Wage War,"['Wage War', 'Polaris', 'Dayseeker', 'Like Moths To Flames']",2019-10-08,18:00:00,New York,NY,19.99,19.99
Chase Rice,['Chase Rice'],2019-10-11,20:00:00,New York,NY,N/A,N/A
The Chainsmokers/5 Seconds of Summer/Lennon Stella: World War Joy Tour,"['The Chainsmokers', '5 Seconds of Summer', 'Lennon Stella']",2019-10-12,19:00:00,Buffalo,NY,N/A,N/A
Grupo Niche,['Grupo Niche'],2019-10-19,20:00:00,Queens,NY,39.0,39.0
Dwight Yoakam,"['Dwight Yoakam', 'Noah Guthrie']",2019-11-08,20:00:00,Westbury,NY,39.5,39.5
Home Free Dive Bar Saints World Tour,['Home Free'],2019-11-03,20:00:00,Albany,NY,35.0,35.0
Home Free - Dive Bar Saints World Tour,['Home Free'],2019-11-10,20:00:00,New York,NY,24.5,24.5
Post Malone - Runaway Tour,"['Post Malone', 'Swae Lee', 'Tyla Yaweh']",2019-10-06,20:00:00,Buffalo,NY,N/A,N/A
Post Malone - Runaway Tour,"['Post Malone', 'Swae Lee', 'Tyla Yaweh']",2019-10-06,20:00:00,Buffalo,NY,N/A,N/A
Revolver Presents Jinjer,"['Jinjer', 'The Browning']",2019-10-02,18:00:00,New York,NY,20.0,20.0
Knocked Loose w/ Rotting Out,"['Knocked Loose', 'Rotting Out', 'SeeYouSpaceCowboy']",2019-10-31,18:30:00,Poughkeepsie,NY,N/A,N/A
Knocked Loose w/ Rotting Out,"['Knocked Loose', 'Rotting Out', 'SeeYouSpaceCowboy']",2019-11-07,19:00:00,Syracuse,NY,N/A,N/A
Paulina Rubio: Deseo Tour 2019,['Paulina Rubio'],2019-09-27,20:00:00,Brooklyn,NY,29.5,29.5
Alec Benjamin,['Alec Benjamin'],2019-10-25,20:00:00,New York,NY,N/A,N/A
"In This Moment ""Mother's House Of Horror"" With Special Guests Ded","['In This Moment', 'Ded']",2019-10-22,18:00:00,Huntington,NY,34.5,34.5
Kiana Ledé,['Kiana Ledé'],2019-10-06,19:00:00,New York,NY,27.0,27.0
PnB Rock,['PnB Rock'],2019-10-20,20:00:00,Brooklyn,NY,N/A,N/A
Lauv,['Lauv'],2019-10-10,20:00:00,New York,NY,N/A,N/A
Big K.R.I.T. - From The South With Love,['Big K.R.I.T.'],2019-11-05,19:00:00,New York,NY,27.5,27.5
Gladys Knight,['Gladys Knight'],2019-10-06,20:00:00,Poughkeepsie,NY,275.0,275.0
Chris Janson,['Chris Janson'],2019-10-24,20:00:00,Huntington,NY,29.5,29.5
Conan Gray,['Conan Gray'],2019-11-12,20:00:00,New York,NY,N/A,N/A
Sebastian Bach,['Sebastian Bach'],2019-09-25,20:00:00,New York,NY,39.5,39.5
Patti LaBelle,['Patti LaBelle'],2019-11-09,20:00:00,Brookville,NY,68.0,68.0
Black Violin,['Black Violin'],2019-11-07,19:30:00,Rochester,NY,19.5,19.5
Tiffany Young,['Tiffany Young'],2019-11-10,20:00:00,Brooklyn,NY,N/A,N/A
Get the Led Out,['Get the Led Out'],2019-11-08,20:00:00,Staten Island,NY,29.0,29.0
THE HU - The Gereg Tour,['The Hu'],2019-09-24,20:30:00,Brooklyn,NY,N/A,N/A
The Wailers,['The Wailers'],2019-10-02,20:00:00,Brooklyn,NY,25.0,25.0
Bianca Del Rio,['Bianca Del Rio'],2019-09-28,20:00:00,Buffalo,NY,N/A,N/A
UB40,['UB40'],2019-09-26,20:00:00,New York,NY,39.5,39.5
WAR,['WAR'],2019-09-28,20:00:00,Verona,NY,59.5,59.5
Yungblud w/ Missio,"['Yungblud', 'Missio']",2019-10-09,20:00:00,Syracuse,NY,N/A,N/A
Rainbow Kitten Surprise,['Rainbow Kitten Surprise'],2019-09-24,20:00:00,Ithaca,NY,N/A,N/A
Cigarettes After Sex,['Cigarettes After Sex'],2019-10-24,20:00:00,Brooklyn,NY,N/A,N/A
Bronco Por Mas Us Tour 2019,['Bronco'],2019-10-20,22:00:00,New York,NY,N/A,N/A
Scott Bradlee's Postmodern Jukebox,"[""Scott Bradlee's Postmodern Jukebox""]",2019-11-03,19:00:00,Westbury,NY,35.0,35.0
Bronco Por Mas Us Tour 2019,['Bronco'],2019-10-19,20:00:00,Newburgh,NY,N/A,N/A
Bianca Del Rio,['Bianca Del Rio'],2019-10-06,20:00:00,New York,NY,N/A,N/A
K Flay,['K.Flay'],2019-09-24,19:30:00,Brooklyn,NY,N/A,N/A
Ruben Studdard Sings Luther Vandross,['Ruben Studdard'],2019-11-07,20:00:00,Staten Island,NY,43.0,43.0
Snow Tha Product,['Snow Tha Product'],2019-09-26,20:00:00,Brooklyn,NY,N/A,N/A
Sabaton,['Sabaton'],2019-11-02,20:00:00,New York,NY,N/A,N/A
Loud Luxury,['Loud Luxury'],2019-11-15,22:00:00,Brooklyn,NY,N/A,N/A
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-09-25,19:30:00,New York,NY,24.0,24.0
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-10-02,19:30:00,New York,NY,24.0,24.0
Caravan Palace,['Caravan Palace'],2019-10-04,20:00:00,New York,NY,N/A,N/A
Tower of Power,['Tower of Power'],2019-10-24,20:00:00,Tarrytown,NY,N/A,N/A
Amateur Night At The Apollo: Showoff,['Amateur Night At The Apollo'],2019-10-16,19:30:00,New York,NY,24.0,24.0
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-10-23,19:30:00,New York,NY,24.0,24.0
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-10-30,19:30:00,New York,NY,24.0,24.0
Tower of Power,['Tower of Power'],2019-10-25,20:00:00,Brooklyn,NY,N/A,N/A
Bianca Del Rio,['Bianca Del Rio'],2019-09-29,20:00:00,Albany,NY,N/A,N/A
Smooth Hound Smith,['Smooth Hound Smith'],2019-09-25,21:00:00,New York,NY,N/A,N/A
Blanco White,['Blanco White'],2019-10-06,19:00:00,New York,NY,N/A,N/A
Lake Street Dive,['Lake Street Dive'],2019-10-18,20:00:00,Buffalo,NY,N/A,N/A
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-10-09,19:30:00,New York,NY,24.0,24.0
Tower of Power,['Tower of Power'],2019-10-26,20:00:00,Brooklyn,NY,N/A,N/A
Penny & Sparrow,"['Penny & Sparrow', 'Caroline Spence']",2019-09-24,19:00:00,New York,NY,N/A,N/A
Witt Lowry w/ Xuitcasecity,"['Witt Lowry', 'Xuitcasecity']",2019-10-01,19:00:00,New York,NY,N/A,N/A
Sound Tribe Sector 9,['STS9'],2019-09-24,20:00:00,Clifton Park,NY,N/A,N/A
Enter Shikari,['Enter Shikari'],2019-09-30,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-05,19:00:00,New York,NY,N/A,N/A
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-11-06,19:30:00,New York,NY,24.0,24.0
Jordan Rakei,['Jordan Rakei'],2019-11-10,19:00:00,New York,NY,N/A,N/A
Amateur Night At The Apollo: Showoff,['Amateur Night At The Apollo'],2019-11-13,19:30:00,New York,NY,24.0,24.0
Nahko and Medicine For The People,['Nahko And Medicine For The People'],2019-09-26,20:00:00,Brooklyn,NY,N/A,N/A
Iya Terra,"['Iya Terra', 'The Ries Brothers']",2019-10-25,22:30:00,New York,NY,N/A,N/A
The Regrettes,['The Regrettes'],2019-10-03,19:00:00,New York,NY,N/A,N/A
Maxo Kream,['Maxo Kream'],2019-10-26,20:00:00,New York,NY,N/A,N/A
Jinjer,['Jinjer'],2019-10-10,18:30:00,Rochester,NY,N/A,N/A
Joshua Radin,['Joshua Radin'],2019-11-02,20:00:00,Homer,NY,N/A,N/A
The Mavericks,['The Mavericks'],2019-10-31,20:00:00,Tarrytown,NY,N/A,N/A
Gus Dapperton,['Gus Dapperton'],2019-11-09,19:30:00,Buffalo,NY,N/A,N/A
