concert_name,artists,date,time,city,state,price_min,price_max
Maddie & Tae VIP 'Meet & Greet' Upgrade (Ticket Not Included),['Maddie & Tae'],2019-10-02,19:00:00,New York,NY,N/A,N/A
Hiatus Kaiyote,['Hiatus Kaiyote'],2019-10-28,20:00:00,Brooklyn,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-22,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-23,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-23,19:00:00,New York,NY,N/A,N/A
Smooth Hound Smith,['Smooth Hound Smith'],2019-09-25,21:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-26,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-27,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-28,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-28,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-29,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-09-29,22:00:00,New York,NY,N/A,N/A
Vetusta Morla,['Vetusta Morla'],2019-10-02,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-04,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-07,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-07,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-10,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-11,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-12,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-12,19:00:00,New York,NY,N/A,N/A
Shovels & Rope w/ Cedric Burnside,"['Shovels & Rope', 'Cedric Burnside']",2019-10-12,20:00:00,Brooklyn,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-13,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-13,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-14,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-14,19:00:00,New York,NY,N/A,N/A
The Band Perry,['The Band Perry'],2019-10-16,20:00:00,Brooklyn,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-17,19:00:00,New York,NY,N/A,N/A
Sonata Arctica & Battle Beast,"['Sonata Arctica', 'Battle Beast']",2019-10-17,20:00:00,Clifton Park,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-17,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-19,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-19,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-20,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-20,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-21,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-21,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-24,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-25,20:00:00,New York,NY,N/A,N/A
Iya Terra,"['Iya Terra', 'The Ries Brothers']",2019-10-25,22:30:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-26,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-26,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-27,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-27,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-28,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-28,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-10-30,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-01,20:00:00,New York,NY,N/A,N/A
Get the Led Out,['Get the Led Out'],2019-11-01,20:00:00,Westbury,NY,29.0,29.0
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-02,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-02,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-03,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-03,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-04,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-04,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-07,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-08,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-09,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-09,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-10,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-10,19:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-11,22:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-11,19:00:00,New York,NY,N/A,N/A
Loud Luxury w/ Black Caviar,"['Loud Luxury', 'Black Caviar']",2019-11-13,20:00:00,Clifton Park,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-15,20:00:00,New York,NY,N/A,N/A
Freestyle Love Supreme,['Freestyle Love Supreme'],2019-11-16,19:00:00,New York,NY,N/A,N/A
RuPaul s Drag Race: Werq The World 2019,"[""RuPaul's Drag Race"", 'RuPaul']",2019-10-19,20:00:00,New York,NY,N/A,N/A
Scotty Sire with Toddy Smith feat. Bruce Wiegner & Chris Bloom,"['Scotty Sire', 'Toddy Smith', 'Bruce Wiegner', 'Chris Bloom']",2019-10-26,19:00:00,New York,NY,25.0,25.0
Ben Platt,['Ben Platt'],2019-09-29,19:30:00,New York,NY,51.0,51.0
VULFPECK with Fearless Flyers,"['Vulfpeck', 'The Fearless Flyers']",2019-09-28,20:00:00,New York,NY,45.0,45.0
Nick Cave Words + Music,['Nick Cave'],2019-09-23,20:00:00,New York,NY,49.5,49.5
Big Thief,['Big Thief'],2019-10-11,20:00:00,New York,NY,29.5,29.5
Sheena Easton,['Sheena Easton'],2019-10-12,20:00:00,North Tonawanda,NY,N/A,N/A
Pinegrove,['Pinegrove'],2019-09-27,19:00:00,New York,NY,25.0,25.0
Sleater-Kinney,['Sleater-Kinney'],2019-10-30,20:00:00,Brooklyn,NY,47.5,47.5
Whitney,['Whitney'],2019-10-03,21:00:00,Brooklyn,NY,N/A,N/A
Steve Hackett: Genesis Revisited,['Steve Hackett'],2019-09-25,20:00:00,New York,NY,49.0,49.0
Pablo Cruise,['Pablo Cruise'],2019-11-10,20:00:00,Patchogue,NY,N/A,N/A
John Waite,['John Waite'],2019-10-19,20:00:00,North Tonawanda,NY,N/A,N/A
Whitney,['Whitney'],2019-10-04,21:00:00,Brooklyn,NY,N/A,N/A
Eric Hutchinson,['Eric Hutchinson'],2019-10-11,20:00:00,New York,NY,N/A,N/A
Jenny Lewis On The Line Tour 2019,['Jenny Lewis'],2019-10-24,20:00:00,Brooklyn,NY,39.5,39.5
Gary Puckett,['Gary Puckett'],2019-10-05,19:30:00,North Tonawanda,NY,N/A,N/A
Haley Reinhart,['Haley Reinhart'],2019-10-15,18:30:00,New York,NY,N/A,N/A
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-09-27,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-09-28,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-10-04,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-10-05,23:55:00,New York,NY,23.0,23.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-10-05,21:00:00,New York,NY,N/A,N/A
Party Rock,N/A,2019-10-05,23:45:00,New York,NY,N/A,N/A
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-10-11,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-10-12,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-10-18,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-10-19,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-10-25,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-10-26,23:55:00,New York,NY,23.0,23.0
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-11-01,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-11-02,23:55:00,New York,NY,23.0,23.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-11-02,21:00:00,New York,NY,N/A,N/A
Party Rock,N/A,2019-11-02,23:45:00,New York,NY,N/A,N/A
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-11-08,23:55:00,New York,NY,18.0,18.0
Back To The Eighties Show with Jessie's Girl,"[""Jessie's Girl""]",2019-11-09,23:55:00,New York,NY,23.0,23.0
U2 Tribute: Unforgettable Fire,N/A,2019-11-09,20:30:00,New York,NY,24.99,24.99
GO 90's: The Fresh Kids of Bel-Air with Late Night Set by my2000s w/ TRL,N/A,2019-11-15,23:55:00,New York,NY,18.0,18.0
BAND-MAID WORLD DOMINATION TOUR 2019 ~gekidou~,['Band-Maid'],2019-09-26,19:00:00,New York,NY,25.0,25.0
Fleetwood Macked: The Ultimate Fleetwood Mac Tribute / Refugee: A Tribute to Tom Petty & The Heartbreakers,N/A,2019-10-18,19:00:00,New York,NY,N/A,N/A
Sleater-Kinney,['Sleater-Kinney'],2019-10-31,20:00:00,New York,NY,52.0,52.0
Pink Martini,['Pink Martini'],2019-10-30,20:00:00,New York,NY,55.0,55.0
A Very Special Evening With Graham Nash And Band,['Graham Nash'],2019-09-27,20:00:00,New York,NY,39.0,39.0
Cavetown,['Cavetown'],2019-11-08,18:30:00,New York,NY,25.0,25.0
Jónsi & Alex Somers - Riceboy Sleeps w/ Wordless Orchestra,"['Jonsi', 'Alex Somers']",2019-10-31,20:00:00,Brooklyn,NY,N/A,N/A
Built To Spill - Keep It Like A Secret,"['Built To Spill', 'Prism', 'The Warm Hair']",2019-09-30,18:30:00,New York,NY,35.0,35.0
Little Steven & the Disciples of Soul,"['Little Steven & the Disciples of Soul', 'Peter Wolf and the Midnight Travelers']",2019-11-06,19:30:00,New York,NY,45.0,45.0
America,['America'],2019-10-11,20:00:00,Staten Island,NY,N/A,N/A
KANSAS: Point of Know Return Tour,['Kansas'],2019-11-08,20:00:00,Rochester,NY,N/A,N/A
Built To Spill - Keep It Like A Secret,"['Built To Spill', 'Prism', 'The Warm Hair']",2019-10-01,19:30:00,New York,NY,35.0,35.0
Renaissance: Ashes are Burning - 50th Anniversary Tour,['Renaissance'],2019-10-11,20:00:00,New York,NY,39.0,39.0
"Steve Kimock & Friends Celebrating 25 Years!  Ft. Jeff Chimenti, Reed Mathis, JM Kimock, and Leslie Mendelson 25th Anniversary",['Reed Mathis'],2019-09-27,19:00:00,New York,NY,35.0,35.0
Paul Anka - Celebrating 60 Years,['Paul Anka'],2019-11-09,20:00:00,Westbury,NY,59.5,59.5
Big Thief,"['Big Thief', 'Palm']",2019-10-10,20:00:00,New York,NY,29.5,29.5
KANSAS: Point of Know Return Tour,['Kansas'],2019-10-26,20:00:00,Albany,NY,N/A,N/A
It Was Fifty Years Ago Today: A Tribute To The Beatles White Album,"['It Was Fifty Years Ago Today', 'Todd Rundgren', 'Christopher Cross', 'Micky Dolenz', 'Joey Molland']",2019-10-10,20:00:00,Staten Island,NY,49.0,49.0
Blue Oyster Cult and UFO,"['Blue Oyster Cult', 'UFO']",2019-10-31,20:00:00,Staten Island,NY,25.0,25.0
Little Feat 50th Anniversary,['Little Feat'],2019-10-26,20:00:00,Huntington,NY,39.5,39.5
The Tallest Man On Earth,['The Tallest Man On Earth'],2019-10-05,20:00:00,New York,NY,N/A,N/A
Rick Wakeman - Grumpy Old Rock Star Tour,['Rick Wakeman'],2019-09-24,20:00:00,Huntington,NY,29.5,29.5
The Waterboys,['The Waterboys'],2019-09-23,19:00:00,New York,NY,40.0,40.0
Ones To Watch Presents: flor,"['flor', 'Joan']",2019-09-25,18:30:00,New York,NY,19.99,19.99
Jukebox The Ghost Presents Halloqueen,"['Jukebox the Ghost', 'Zach Jones & the Tricky Bits']",2019-10-26,18:30:00,New York,NY,30.0,30.0
Los Lobos and The David Bromberg Big Band presented by WFUV 90.7 FM,['Los Lobos'],2019-10-17,20:00:00,Staten Island,NY,N/A,N/A
UFO w/ special guests Last In Line,"['UFO', 'Last In Line']",2019-10-30,19:30:00,New York,NY,47.5,47.5
Anthony Wong Yiu Ming,['Anthony Wong'],2019-09-23,19:00:00,New York,NY,55.0,55.0
Mumiy Troll,['Mumiy Troll'],2019-11-02,18:30:00,New York,NY,40.0,40.0
Greyson Chance: The Portraits World Tour,['Greyson Chance'],2019-11-09,20:00:00,New York,NY,17.0,17.0
Pink Martini,['Pink Martini'],2019-10-29,20:00:00,Huntington,NY,49.5,49.5
An Intimate Evening of Songs and Stories with Graham Nash,['Graham Nash'],2019-10-15,20:00:00,Bethel,NY,80.0,80.0
Doo Wop Extravaganza 3 Show Package,N/A,2019-09-08,18:00:00,Westbury,NY,110.0,110.0
"Blood, Sweat and Tears featuring Bo Bice","['Blood, Sweat & Tears', 'Bo Bice']",2019-10-04,20:00:00,Westbury,NY,45.0,45.0
Flying Colors,['Flying Colors'],2019-10-07,20:00:00,New York,NY,37.5,37.5
Sheila E.,['Sheila E'],2019-10-03,20:00:00,New York,NY,52.5,52.5
Joseph,"['Joseph', 'Deep Sea Diver']",2019-09-28,18:30:00,New York,NY,27.75,27.75
SiriusXM Coffeehouse Tour featuring Joshua Radin & The Weepies,"['Joshua Radin', 'The Weepies', 'Lily Kershaw']",2019-10-29,18:30:00,New York,NY,N/A,N/A
Drew Holcomb and The Neighbors: Dragons Tour,"['Drew Holcomb and the Neighbors', 'Birdtalker']",2019-10-24,19:00:00,New York,NY,20.0,20.0
Charly Bliss,['Charly Bliss'],2019-11-13,18:30:00,New York,NY,22.0,22.0
SWITCHFOOT,['SWITCHFOOT'],2019-10-16,19:30:00,Albany,NY,34.5,34.5
Chris Robinson Brotherhood,['Chris Robinson Brotherhood'],2019-10-09,19:00:00,New York,NY,29.5,29.5
Temples,"['Temples', 'Mattiel']",2019-11-07,19:00:00,New York,NY,27.75,27.75
SiriusXM Coffeehouse Tour featuring Joshua Radin & The Weepies,"['Joshua Radin', 'The Weepies', 'Lily Kershaw']",2019-10-30,18:30:00,New York,NY,N/A,N/A
Justin Hayward,"['Justin Hayward', 'Mike Dawes']",2019-10-15,20:00:00,Albany,NY,49.5,49.5
Paul Anka - Anka Sings Sinatra: Back By Popular Demand!,['Paul Anka'],2019-11-02,20:00:00,Verona,NY,47.0,47.0
Grayscale,"['Grayscale', 'Belmont', 'Bearings', 'Rich People']",2019-10-03,18:00:00,New York,NY,17.0,17.0
Live For Live Music Presents Perpetual Groove,['Perpetual Groove'],2019-10-12,19:00:00,New York,NY,N/A,N/A
Ripe,"['Ripe', 'Castlecomer']",2019-10-11,19:00:00,Albany,NY,16.0,16.0
1964 the Tribute,['1964 The Tribute'],2019-09-28,20:00:00,Geneva,NY,N/A,N/A
Sheena Easton,['Sheena Easton'],2019-10-11,20:00:00,Verona,NY,27.0,27.0
The Lords Of 52nd Street,['The Lords Of 52nd Street'],2019-11-02,19:30:00,Brookville,NY,50.0,50.0
The Rocket Summer,"['The Rocket Summer', 'Royal Teeth']",2019-09-28,19:30:00,New York,NY,20.0,20.0
Man Man,"['Man Man', 'GRLwood']",2019-09-25,20:00:00,Buffalo,NY,17.0,17.0
Big Wreck,['Big Wreck'],2019-09-30,20:00:00,Albany,NY,20.0,20.0
Frankie Cosmos,['Frankie Cosmos'],2019-09-29,19:00:00,New York,NY,22.5,22.5
Mason Jennings,['Mason Jennings'],2019-10-02,20:00:00,New York,NY,25.0,25.0
Gavin Creel,['Gavin Creel'],2019-11-01,20:00:00,Brookville,NY,65.0,65.0
Taylor Dayne,['Taylor Dayne'],2019-10-12,20:00:00,Patchogue,NY,N/A,N/A
Explosions In the Sky,['Explosions In the Sky'],2019-10-14,20:00:00,Buffalo,NY,N/A,N/A
Little Feat,['Little Feat'],2019-10-19,20:00:00,Troy,NY,N/A,N/A
"Masters of the Telecaster: Jim Weider, GE Smith and Duke Levine",N/A,2019-09-22,19:00:00,Pawling,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-09-23,20:30:00,Syracuse,NY,N/A,N/A
Lowest of the Low,['Lowest of the Low'],2019-09-25,18:30:00,New York,NY,N/A,N/A
O El Amor,N/A,2019-09-27,19:00:00,Amityville,NY,N/A,N/A
Unforgettable Fire: Tribute to U2,N/A,2019-09-27,20:00:00,Pawling,NY,N/A,N/A
"Creeper, Dracula Jones, Hurtin' Units",N/A,2019-09-28,19:00:00,Syracuse,NY,N/A,N/A
Methyl Ethel,['Methyl Ethel'],2019-09-29,19:00:00,New York,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-09-30,20:30:00,Syracuse,NY,N/A,N/A
Being As an Ocean,"['Being As an Ocean', ""De'Wayne Jackson"", 'Holding Absence']",2019-10-01,19:00:00,New York,NY,18.0,18.0
5-Day Pass: Ty Segall and Freedom Band,N/A,2019-10-02,19:00:00,Brooklyn,NY,N/A,N/A
5-Day Pass: Ty Segall and Freedom Band,N/A,2019-10-03,19:00:00,Brooklyn,NY,N/A,N/A
Kendra Morris,['Kendra Morris'],2019-10-03,21:30:00,New York,NY,N/A,N/A
Kris Allen,N/A,2019-10-03,20:00:00,Pawling,NY,N/A,N/A
5-Day Pass: Ty Segall and Freedom Band,N/A,2019-10-04,19:00:00,Brooklyn,NY,N/A,N/A
An Evening With  Kris Allen: 10 Years 1 Night,['Kris Allen'],2019-10-04,19:30:00,New York,NY,25.0,25.0
Big Wreck,['Big Wreck'],2019-10-04,20:30:00,Rochester,NY,22.0,22.0
Southern Culture On the Skids,['Southern Culture On the Skids'],2019-09-24,20:00:00,Buffalo,NY,15.0,15.0
5-Day Pass: Ty Segall and Freedom Band,N/A,2019-10-05,19:00:00,Brooklyn,NY,N/A,N/A
Back In Black: the True Ac/DC Experience,N/A,2019-10-05,20:00:00,Pawling,NY,N/A,N/A
Brand X,['Brand X'],2019-10-06,20:00:00,New York,NY,N/A,N/A
Frankie Avalon,['Frankie Avalon'],2019-10-05,20:00:00,Niagara Falls,NY,85.0,85.0
Pearly Baker's Best,N/A,2019-10-07,20:30:00,Syracuse,NY,N/A,N/A
David Gans W/S/G Terrapin Station,['David Gans'],2019-10-09,20:00:00,Ithaca,NY,N/A,N/A
SHAED,"['SHAED', 'Absofacto']",2019-10-09,19:00:00,New York,NY,N/A,N/A
Reality Suite,N/A,2019-10-11,18:30:00,Amityville,NY,N/A,N/A
Vanilla Fudge,N/A,2019-10-11,20:00:00,Pawling,NY,N/A,N/A
SCHISM: NYC's Ultimate Tribute to Tool: Back by Popular Demand!,N/A,2019-10-11,19:00:00,Amityville,NY,15.0,15.0
"Municipal Waste, Napalm Death","['Municipal Waste', 'Napalm Death', 'Sick of It All', 'Take Offense', 'Dropdead']",2019-10-12,18:00:00,New York,NY,N/A,N/A
Rich Aucoin,['Rich Aucoin'],2019-10-12,19:30:00,Brooklyn,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-10-14,20:30:00,Syracuse,NY,N/A,N/A
Haley Reinhart,['Haley Reinhart'],2019-10-15,18:30:00,New York,NY,N/A,N/A
Bob Schneider,N/A,2019-10-17,20:00:00,Pawling,NY,N/A,N/A
The B Street Band: a Night of Bruce Springsteen,N/A,2019-10-18,19:00:00,Amityville,NY,N/A,N/A
"Oh Sees, Prettiest Eyes, Oldest","['Oh Sees', 'Prettiest Eyes']",2019-10-18,21:00:00,Brooklyn,NY,N/A,N/A
Cave In,"['Cave In', 'War On Women', 'Lazer-Wulf']",2019-10-18,19:00:00,New York,NY,N/A,N/A
Tiffany ,N/A,2019-10-18,19:00:00,Poughkeepsie,NY,N/A,N/A
The Smithereens W/ Marshall Crenshaw,['Marshall Crenshaw'],2019-10-19,20:00:00,Pawling,NY,N/A,N/A
"Oh Sees, Prettiest Eyes, Psychic Graveyard","['Oh Sees', 'Prettiest Eyes']",2019-10-19,21:00:00,Brooklyn,NY,N/A,N/A
"Oh Sees, Prettiest Eyes, Jimmy Whispers","['Jimmy Whispers', 'Oh Sees', 'Prettiest Eyes']",2019-10-20,20:00:00,Brooklyn,NY,N/A,N/A
Tiffany: Direct from the Mixtape Tour!,N/A,2019-10-20,19:00:00,Wantagh,NY,25.0,25.0
Pearly Baker's Best,N/A,2019-10-21,20:30:00,Syracuse,NY,N/A,N/A
The Tubes featuring Fee Waybill,N/A,2019-10-24,20:00:00,Pawling,NY,50.0,50.0
"The Immediate Family featuring Danny Kortchmar, Waddy Wachtel, Russ Ku",['Danny Kortchmar'],2019-10-25,20:00:00,New York,NY,N/A,N/A
Rata Blanca En Concierto,['Rata Blanca'],2019-10-26,20:30:00,New York,NY,N/A,N/A
"The Immediate Family featuring Danny Kortchmar, Waddy Wachtel, Russ Ku",['Danny Kortchmar'],2019-10-26,20:00:00,New York,NY,N/A,N/A
"999, the Clap, the Bobby Lees, Blank Spots",N/A,2019-10-26,19:30:00,New York,NY,N/A,N/A
Jimmy Webb,N/A,2019-10-26,20:00:00,Pawling,NY,N/A,N/A
"The Immediate Family featuring Danny Kortchmar, Waddy Wachtel, Russ Ku",['Danny Kortchmar'],2019-10-27,20:00:00,New York,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-10-28,20:30:00,Syracuse,NY,N/A,N/A
Popgun Presents: the Japanese House,['The Japanese House'],2019-10-30,21:00:00,Brooklyn,NY,N/A,N/A
Dean Ford & The Beautiful Ones: A Tribute to Prince,N/A,2019-10-31,20:00:00,Pawling,NY,N/A,N/A
Bettye Lavette,['Bettye LaVette'],2019-11-01,20:00:00,Pawling,NY,N/A,N/A
KICK: The INXS Tribute,N/A,2019-11-01,19:00:00,Wantagh,NY,19.0,19.0
Pearly Baker's Best,N/A,2019-11-04,20:30:00,Syracuse,NY,N/A,N/A
Jon McLaughlin,['Jon McLaughlin'],2019-11-07,20:30:00,New York,NY,N/A,N/A
Phil Lesh,['Phil Lesh & Friends'],2019-10-31,20:00:00,Port Chester,NY,N/A,N/A
Hollywood Nights - Bob Seger Tribute (Night One),N/A,2019-11-08,20:00:00,Pawling,NY,N/A,N/A
"Vio-Lence, Ache",N/A,2019-11-08,19:00:00,Brooklyn,NY,N/A,N/A
Hollywood Nights - Bob Seger Tribute (Night Two),N/A,2019-11-09,20:00:00,Pawling,NY,N/A,N/A
"Vio-Lence, Zombie Apocalypse",N/A,2019-11-09,19:00:00,Brooklyn,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-11-11,20:30:00,Syracuse,NY,N/A,N/A
The Coronas,['The Coronas'],2019-11-13,19:30:00,New York,NY,N/A,N/A
The Coronas,['The Coronas'],2019-11-14,19:30:00,New York,NY,N/A,N/A
Popgun Presents Kikagaku Moyo W/ Minami Deutsch,['Kikagaku Moyo'],2019-11-15,21:00:00,Brooklyn,NY,N/A,N/A
Stiff Little Fingers,['Stiff Little Fingers'],2019-10-22,20:00:00,Brooklyn,NY,N/A,N/A
Frankie Avalon,['Frankie Avalon'],2019-10-04,20:00:00,Niagara Falls,NY,85.0,85.0
Taylor Dayne,['Taylor Dayne'],2019-10-12,20:00:00,Patchogue,NY,N/A,N/A
Chelsea Wolfe,['Chelsea Wolfe'],2019-11-01,21:00:00,Brooklyn,NY,N/A,N/A
Enforcer w/ Warbringer,"['Enforcer', 'Warbringer']",2019-10-05,19:00:00,Elmhurst,NY,N/A,N/A
Phil Lesh,['Phil Lesh & Friends'],2019-11-01,20:00:00,Port Chester,NY,N/A,N/A
Marshall Tucker Band,['The Marshall Tucker Band'],2019-11-02,20:00:00,Albany,NY,N/A,N/A
Shonen Knife,['Shonen Knife'],2019-09-22,20:00:00,Brooklyn,NY,N/A,N/A
Frank Carter & the Rattlesnakes,"['Frank Carter & the Rattlesnakes', 'The Beaches']",2019-09-23,19:00:00,New York,NY,N/A,N/A
Com Truise,['Com Truise'],2019-09-25,20:00:00,Buffalo,NY,N/A,N/A
EVERY TIME I DIE - Concert Cruise Aboard The Liberty Belle,['Every Time I Die'],2019-09-25,19:00:00,New York,NY,N/A,N/A
EVERY TIME I DIE - 3 DAY PASS!,['Every Time I Die'],2019-09-25,19:00:00,New York,NY,N/A,N/A
Love Fame Tragedy,['Love Fame Tragedy'],2019-09-26,21:30:00,New York,NY,N/A,N/A
EVERY TIME I DIE - Concert Cruise Aboard The Liberty Belle,['Every Time I Die'],2019-09-26,19:00:00,New York,NY,N/A,N/A
"Brick + Mortar, Dentist",N/A,2019-09-27,19:30:00,Buffalo,NY,N/A,N/A
EVERY TIME I DIE - Concert Cruise Aboard The Liberty Belle,['Every Time I Die'],2019-09-27,19:00:00,New York,NY,N/A,N/A
Ramones Tribute Band - Gabba Gabba Heys,N/A,2019-09-27,20:00:00,Long Island City,NY,13.0,13.0
Damon Johnson (Of Thin Lizzy),['Damon Johnson'],2019-09-28,18:30:00,Amityville,NY,N/A,N/A
NO CAMOUFLAGE GENESIS ROCK THEATER,N/A,2019-09-28,20:00:00,Rochester,NY,15.0,15.0
"The Rocket Summer, Royal Teeth","['The Rocket Summer', 'Royal Teeth']",2019-09-29,19:30:00,Buffalo,NY,N/A,N/A
5-Day Pass: Ty Segall and Freedom Band,['Ty Segall'],2019-10-01,19:00:00,Brooklyn,NY,N/A,N/A
